id,region,datecollected,youth,youngadult,middleaged,senior,incomeLevel
304001,Stratford,2021-06-06,0.27,0.29,0.34,0.1,88915
232559,Oakville,2020-10-02,0.11,0.19,0.18,0.52,115682
882506,Stratford,2022-04-15,0.18,0.12,0.26,0.44,77506
53984,Kitchener,2022-08-14,0.3,0.19,0.44,0.07,41637
508386,Kitchener,2021-02-15,0.29,0.04,0.14,0.53,48017
209115,Brampton,2020-03-01,0.35,0.18,0.2,0.27,118953
683360,Oakville,2021-03-06,0.3,0.08,0.34,0.28,30043
263680,Kitchener,2020-06-18,0.21,0.03,0.54,0.22,98342
331237,Kitchener,2020-11-29,0.17,0.25,0.04,0.54,114357
692542,Oakville,2020-09-20,0.12,0.13,0,0.75,63791
751260,Waterloo,2022-03-14,0.13,0.02,0.1,0.75,109726
795263,Kitchener,2021-07-25,0.34,0.08,0.22,0.36,49990
421080,Hamilton,2021-12-03,0.33,0.34,0.16,0.17,82386
383043,Guelph,2021-06-12,0.35,0.3,0.28,0.07,35691
539071,Kitchener,2021-07-22,0.11,0.17,0.26,0.46,45703
987534,Waterloo,2021-03-03,0.16,0.04,0.3,0.5,98057
136883,Oakville,2020-07-04,0.1,0.37,0.36,0.17,117184
595833,Kitchener,2022-02-27,0.06,0.04,0.24,0.66,63824
108623,Kitchener,2021-01-14,0.05,0.21,0.05,0.69,59098
688273,Brampton,2021-07-07,0.37,0.05,0.58,0,46842
179386,Toronto,2021-01-29,0.3,0.14,0.43,0.13,104486
963759,Oakville,2020-11-20,0.19,0.02,0.1,0.69,75797
483541,Mississauga,2022-08-16,0.11,0.18,0.24,0.47,42210
947826,Kitchener,2021-10-10,0.16,0.36,0.09,0.39,62019
86682,Stratford,2020-03-18,0.07,0.35,0.51,0.07,76061
861903,Toronto,2020-06-28,0.17,0.2,0.31,0.32,66623
223875,Kitchener,2020-05-29,0.01,0.12,0.51,0.36,65936
765552,Hamilton,2022-07-08,0.28,0.22,0.48,0.02,87209
322700,Toronto,2021-09-03,0.3,0.36,0.31,0.03,68293
330138,London,2020-11-15,0.22,0.02,0.36,0.4,108036
628265,Mississauga,2020-04-30,0.05,0.16,0.44,0.35,35453
267625,Guelph,2022-09-03,0.02,0.16,0.42,0.4,99740
295003,Guelph,2021-01-14,0.22,0.04,0.15,0.59,34443
209248,Stratford,2020-07-30,0.01,0.34,0.51,0.14,66153
722254,Waterloo,2021-05-07,0.37,0.22,0.36,0.05,58231
58504,Toronto,2021-10-21,0.36,0.32,0.15,0.17,82499
653506,Guelph,2021-03-17,0.06,0.04,0.38,0.52,39705
231647,Oakville,2022-06-03,0.39,0.05,0.3,0.26,83323
415186,London,2020-08-03,0.32,0.35,0.28,0.05,90982
269513,Hamilton,2022-09-08,0.38,0.36,0.21,0.05,96612
429683,London,2020-06-12,0.24,0.21,0.45,0.1,119540
75803,Toronto,2021-07-06,0.12,0.36,0.46,0.06,71495
395550,Mississauga,2022-07-07,0.1,0.15,0.59,0.16,101375
301232,Toronto,2021-10-05,0.08,0.07,0.57,0.28,102598
71894,Mississauga,2021-10-25,0.26,0.1,0.05,0.59,114755
391755,Stratford,2022-01-16,0.35,0.23,0.14,0.28,37808
283264,London,2020-10-28,0.07,0.13,0.27,0.53,56050
569585,Toronto,2020-09-17,0.07,0.26,0.27,0.4,89105
592280,Guelph,2022-08-28,0.32,0.26,0.33,0.09,95877
585896,Kitchener,2022-02-06,0.01,0.21,0.42,0.36,41904
622411,Hamilton,2021-07-19,0.17,0.23,0.07,0.53,43619
77271,Brampton,2020-07-11,0.14,0.16,0.56,0.14,103676
365881,Oakville,2020-12-11,0.4,0.35,0.04,0.21,87525
847013,Oakville,2021-08-18,0.35,0.36,0.11,0.18,98671
465250,Waterloo,2020-12-14,0.17,0.21,0.51,0.11,88424
625463,Guelph,2021-04-14,0.3,0.29,0.23,0.18,66962
849194,Hamilton,2022-02-19,0.26,0.18,0.23,0.33,75460
234501,Hamilton,2021-04-12,0.1,0.28,0.59,0.03,33078
905180,Guelph,2021-12-20,0.38,0.2,0.36,0.06,106940
148696,Brampton,2020-01-27,0.31,0.15,0.29,0.25,117156
432914,Mississauga,2022-01-23,0.09,0.05,0.56,0.3,105408
925357,London,2021-11-29,0.32,0.27,0.35,0.06,81937
489379,Waterloo,2022-03-16,0.05,0.13,0.37,0.45,33826
648061,London,2021-01-17,0.18,0.24,0.35,0.23,32242
899119,London,2022-01-11,0.32,0.37,0.03,0.28,66467
911319,Toronto,2021-03-08,0.1,0.01,0.49,0.4,37151
336318,Toronto,2022-08-03,0.33,0.32,0.08,0.27,112193
769983,Stratford,2021-12-25,0.38,0.25,0.06,0.31,116481
58609,Waterloo,2020-01-25,0.4,0.23,0.3,0.07,84271
559511,Waterloo,2022-07-21,0.02,0.22,0.44,0.32,33784
991437,Oakville,2022-05-20,0.22,0.15,0.21,0.42,37704
600589,London,2021-05-02,0.18,0.34,0.4,0.08,82590
63892,Kitchener,2021-03-24,0.12,0.35,0.25,0.28,32519
123237,Stratford,2021-11-29,0.18,0.04,0.43,0.35,60587
761393,Toronto,2021-02-08,0.28,0.04,0.56,0.12,34534
12156,Mississauga,2020-01-11,0.27,0.1,0.55,0.08,88255
463309,Brampton,2021-06-17,0.23,0.25,0.06,0.46,106718
76827,Toronto,2022-06-11,0.05,0.21,0.32,0.42,53517
555322,Toronto,2022-08-04,0.1,0.39,0.48,0.03,100638
406117,Kitchener,2021-11-28,0.09,0.19,0.25,0.47,61653
352062,Mississauga,2022-07-11,0,0.37,0.37,0.26,82669
975603,Hamilton,2021-06-18,0.27,0.06,0.34,0.33,47356
519085,Toronto,2021-12-14,0.39,0.07,0.2,0.34,76874
474914,Guelph,2021-07-13,0.25,0.37,0.1,0.28,56311
791694,Stratford,2020-08-01,0.06,0.14,0.16,0.64,99309
650711,Waterloo,2022-04-22,0.15,0.32,0.03,0.5,55123
738521,Mississauga,2021-02-22,0.13,0.34,0.01,0.52,45193
660834,Waterloo,2020-12-10,0.03,0.24,0.24,0.49,31691
379516,Stratford,2021-10-17,0.11,0.38,0.15,0.36,95279
846676,London,2020-05-12,0.23,0.33,0.36,0.08,39853
824760,Kitchener,2022-01-11,0.3,0.07,0.39,0.24,40095
427836,Waterloo,2022-09-11,0.12,0.19,0.45,0.24,118868
597364,Mississauga,2020-01-01,0,0.03,0.42,0.55,81855
162707,Stratford,2021-10-23,0.28,0.04,0.49,0.19,85858
850276,Mississauga,2021-08-30,0.08,0.31,0.36,0.25,73634
399184,Toronto,2020-05-25,0.33,0.14,0.52,0.01,52798
263399,Toronto,2020-11-03,0.05,0.37,0.01,0.57,50156
493899,Stratford,2020-08-10,0.33,0.04,0.07,0.56,38245
553424,London,2020-06-26,0.13,0.01,0.15,0.71,102271
922048,Brampton,2021-03-31,0.35,0.32,0.08,0.25,116506
437683,Kitchener,2021-02-17,0.02,0.06,0.12,0.8,78507
555853,Stratford,2020-09-03,0.26,0.06,0.03,0.65,82641
622910,Oakville,2022-07-25,0.22,0.16,0.34,0.28,45615
378456,Stratford,2020-08-04,0.36,0.03,0.11,0.5,67541
796743,Waterloo,2022-05-25,0.31,0.02,0.5,0.17,100233
671758,London,2021-02-25,0.23,0.22,0.44,0.11,49819
718683,London,2021-10-09,0.14,0.01,0.24,0.61,73535
948674,London,2021-07-02,0.25,0.21,0.35,0.19,88397
419490,Mississauga,2021-02-03,0.17,0.14,0.48,0.21,112946
303282,Stratford,2020-09-14,0.07,0.13,0.03,0.77,57386
180502,London,2020-09-29,0.08,0.23,0.4,0.29,53633
907763,Guelph,2020-02-01,0.39,0.03,0.51,0.07,74490
268744,London,2020-03-14,0.12,0.01,0.5,0.37,79391
314708,Brampton,2020-03-26,0.36,0.07,0.5,0.07,108331
101292,Stratford,2020-01-08,0.21,0.09,0.17,0.53,90157
291128,Toronto,2020-01-24,0.16,0.08,0.22,0.54,54324
661066,Stratford,2020-05-07,0.33,0,0.36,0.31,63662
66272,Mississauga,2020-02-17,0.01,0.01,0.35,0.63,53970
390137,Oakville,2021-10-16,0.05,0.14,0.16,0.65,85406
349243,Oakville,2021-10-26,0.19,0.39,0.04,0.38,74637
408592,Waterloo,2020-05-29,0.16,0.11,0.56,0.17,30213
867820,Kitchener,2022-09-05,0.11,0.08,0.46,0.35,32088
270869,London,2021-12-29,0.05,0.36,0.46,0.13,58770
343696,Stratford,2022-01-02,0.33,0.36,0.06,0.25,92222
283762,Guelph,2021-05-12,0.2,0.36,0.12,0.32,55434
183986,Toronto,2022-02-27,0.08,0.09,0.27,0.56,56733
252486,Kitchener,2022-09-14,0.1,0.04,0.43,0.43,34404
919094,Brampton,2022-05-30,0.38,0.15,0.2,0.27,40141
49319,Kitchener,2021-01-12,0.28,0.2,0.3,0.22,105921
428813,Waterloo,2020-11-07,0.16,0.1,0.15,0.59,61757
47507,Brampton,2020-10-08,0.28,0.18,0.33,0.21,45532
184875,Hamilton,2022-03-04,0.35,0.11,0.46,0.08,58145
905926,Hamilton,2020-03-26,0.08,0.37,0.11,0.44,74127
182437,Waterloo,2021-08-12,0.19,0.2,0.14,0.47,41787
591709,Waterloo,2021-04-07,0.38,0.01,0.18,0.43,75708
514841,Waterloo,2022-04-06,0.38,0.31,0.23,0.08,104058
515595,Mississauga,2022-03-21,0.05,0.23,0.43,0.29,41406
610120,Guelph,2021-11-15,0.26,0.38,0.03,0.33,81033
53256,Toronto,2021-03-22,0.27,0.1,0.35,0.28,96279
356124,Oakville,2021-01-24,0.06,0.08,0.59,0.27,49867
386013,Brampton,2021-02-11,0.19,0.08,0.6,0.13,81982
445156,Brampton,2020-01-08,0.26,0.13,0.2,0.41,82372
461608,Mississauga,2020-07-19,0.16,0.16,0.01,0.67,93084
990804,Toronto,2022-04-06,0.09,0.36,0.08,0.47,85281
729824,Guelph,2020-08-03,0.19,0.08,0.51,0.22,102542
621467,Stratford,2022-06-25,0.38,0.36,0.17,0.09,73134
333194,Oakville,2022-08-29,0.3,0.01,0.54,0.15,39352
408476,Waterloo,2021-09-22,0.2,0.37,0.09,0.34,90084
127828,Brampton,2022-03-15,0.25,0.25,0.11,0.39,105974
706382,Kitchener,2020-05-01,0.32,0.07,0.13,0.48,41972
860540,Guelph,2021-06-23,0.09,0.04,0.35,0.52,34907
255804,Hamilton,2021-04-24,0.25,0.34,0.05,0.36,39762
177450,Mississauga,2020-10-19,0.33,0.39,0.09,0.19,95811
891732,Hamilton,2022-05-14,0.01,0.05,0.07,0.87,47603
665523,Guelph,2021-05-06,0.29,0.34,0.16,0.21,34225
631689,Kitchener,2020-03-07,0.2,0.04,0.43,0.33,70263
901625,Mississauga,2021-06-30,0.39,0.34,0.13,0.14,33301
134557,London,2022-01-15,0.38,0.3,0.29,0.03,105873
315268,Brampton,2021-09-12,0.31,0.15,0.21,0.33,119402
179371,Waterloo,2021-06-09,0.4,0.34,0.03,0.23,91314
698031,Guelph,2020-08-10,0.23,0.19,0.22,0.36,71477
637132,Toronto,2022-09-20,0.14,0.08,0.52,0.26,89553
206617,Mississauga,2020-04-22,0.16,0.35,0.35,0.14,73026
680397,Stratford,2021-05-08,0.18,0.25,0.27,0.3,55938
256483,Mississauga,2021-08-27,0.23,0.36,0.09,0.32,51705
691005,Brampton,2022-08-08,0.38,0.34,0.02,0.26,68283
677133,Guelph,2022-04-13,0.19,0.17,0.46,0.18,76743
214846,Stratford,2020-10-27,0.28,0.29,0.3,0.13,50575
602357,Hamilton,2021-07-03,0.15,0.22,0.15,0.48,113468
659594,Stratford,2020-06-13,0.29,0.33,0.2,0.18,66782
871764,Stratford,2021-03-14,0.19,0.19,0.01,0.61,73848
964752,Waterloo,2020-01-14,0.4,0.06,0.5,0.04,84833
137838,Guelph,2020-04-05,0.27,0.34,0.08,0.31,80271
667215,Kitchener,2022-08-28,0.39,0.18,0.02,0.41,65351
101776,Guelph,2020-11-22,0.07,0.39,0.35,0.19,92402
844761,Brampton,2020-01-25,0.31,0.08,0.55,0.06,50943
337088,Mississauga,2020-10-30,0.2,0.02,0.58,0.2,71716
224445,Hamilton,2022-04-16,0.17,0.28,0.03,0.52,46393
181364,Brampton,2021-03-22,0.26,0.39,0.32,0.03,63302
266445,Mississauga,2022-04-29,0.08,0.05,0.28,0.59,56243
81217,Mississauga,2022-09-10,0.02,0.12,0.06,0.8,49292
429469,London,2020-11-20,0.18,0.08,0.38,0.36,101477
732923,Kitchener,2021-01-02,0.12,0.11,0.46,0.31,56203
215901,Kitchener,2022-05-28,0.21,0.34,0.31,0.14,53019
485525,Toronto,2020-11-06,0.01,0.15,0.11,0.73,47208
758907,Brampton,2022-04-09,0.11,0.27,0.42,0.2,59631
12741,Guelph,2022-09-12,0.19,0.4,0.06,0.35,85728
239318,Oakville,2021-03-22,0.2,0.16,0.5,0.14,52020
893968,Hamilton,2021-10-30,0.02,0.28,0.06,0.64,37567
112161,London,2020-07-14,0.27,0.32,0.17,0.24,94225
662504,London,2021-09-19,0.28,0.17,0.37,0.18,38304
377521,Hamilton,2020-05-16,0.36,0.12,0.39,0.13,86129
411781,Oakville,2022-01-27,0.18,0.26,0.53,0.03,80265
850450,Waterloo,2021-08-21,0.27,0.07,0.39,0.27,106639
42665,Brampton,2020-04-25,0.07,0.17,0.03,0.73,65605
655491,London,2020-03-01,0.26,0.23,0.04,0.47,32738
160664,Mississauga,2020-07-22,0.01,0.26,0.48,0.25,89974
281355,London,2020-05-01,0.39,0.2,0.37,0.04,109620
518772,Mississauga,2020-12-22,0.3,0.37,0.12,0.21,61933
548244,Waterloo,2021-12-12,0.04,0.1,0.28,0.58,55489
147971,Guelph,2021-05-24,0.31,0.11,0.02,0.56,77128
882651,Guelph,2020-03-11,0.4,0.02,0.56,0.02,46125
170579,Oakville,2020-11-08,0.26,0.37,0.24,0.13,110421
362503,Oakville,2021-08-09,0.09,0.3,0.08,0.53,110901
861326,Guelph,2022-03-29,0.27,0.33,0.35,0.05,113451
312820,Waterloo,2022-01-22,0.18,0.38,0.43,0.01,67022
45126,Hamilton,2021-12-26,0.14,0.08,0.34,0.44,99796
883600,Stratford,2021-05-26,0.25,0.05,0.23,0.47,76197
459498,Kitchener,2022-07-31,0.21,0.21,0.51,0.07,93543
112102,Brampton,2021-11-28,0.23,0.01,0.2,0.56,73247
291030,Stratford,2020-03-20,0.05,0.14,0.3,0.51,62680
531510,Kitchener,2021-05-18,0.35,0.24,0.17,0.24,33627
151126,Toronto,2022-05-28,0.32,0.23,0.17,0.28,76702
970109,Brampton,2021-01-03,0.12,0.21,0.19,0.48,54271
37055,London,2022-01-29,0.03,0.25,0.11,0.61,48421
397829,Mississauga,2021-09-14,0.17,0.2,0.49,0.14,82436
769175,Kitchener,2020-10-16,0.31,0.07,0.16,0.46,72217
290105,Stratford,2020-11-12,0.06,0.05,0.35,0.54,76072
613579,Mississauga,2021-06-09,0.08,0.11,0.11,0.7,98802
24055,Mississauga,2020-08-24,0.27,0.29,0.24,0.2,49016
46650,Brampton,2020-06-11,0.37,0.3,0.09,0.24,105963
672508,Hamilton,2020-07-24,0.15,0.25,0.58,0.02,49636
221242,Hamilton,2021-07-06,0.38,0.08,0.37,0.17,119257
98756,Mississauga,2021-08-12,0.23,0.13,0.55,0.09,71891
738583,Brampton,2022-06-25,0.06,0.33,0.32,0.29,44344
358905,Mississauga,2020-01-12,0.02,0.22,0.23,0.53,84930
899049,Guelph,2020-01-08,0.11,0.19,0.08,0.62,43673
268129,Mississauga,2021-05-26,0.37,0.18,0.39,0.06,119047
984260,Guelph,2020-05-20,0.3,0.05,0.57,0.08,62015
659670,Mississauga,2022-06-19,0.12,0.39,0.42,0.07,41391
469397,Hamilton,2021-07-12,0.36,0.28,0.04,0.32,92012
638011,Stratford,2022-09-21,0.32,0.17,0.27,0.24,36725
606647,Mississauga,2020-08-14,0.13,0.2,0.48,0.19,100102
209401,Kitchener,2021-01-20,0.13,0.07,0.23,0.57,41715
884031,Stratford,2021-03-18,0.26,0.12,0.34,0.28,76188
806358,London,2022-01-22,0.32,0.31,0.05,0.32,66825
432358,Stratford,2021-05-02,0.06,0.21,0.1,0.63,110753
430814,Stratford,2022-02-18,0.17,0.26,0.43,0.14,44227
41262,Mississauga,2022-07-10,0.2,0.28,0.27,0.25,100393
211827,Toronto,2021-07-11,0.16,0.05,0.16,0.63,94302
488552,Stratford,2020-04-21,0.29,0.26,0.06,0.39,34170
461735,Toronto,2021-12-06,0.26,0.1,0.15,0.49,100766
63752,Toronto,2021-10-08,0.37,0.22,0.23,0.18,77970
112916,Brampton,2021-10-19,0.34,0.31,0.29,0.06,61997
658180,Toronto,2021-12-23,0.29,0.04,0.16,0.51,99790
316137,Brampton,2021-09-19,0.1,0.32,0.08,0.5,48605
861677,London,2022-07-14,0.28,0.07,0.41,0.24,91046
783633,Hamilton,2020-09-06,0.4,0.11,0.34,0.15,71804
35590,Guelph,2021-10-15,0.23,0.37,0.02,0.38,77828
732131,Kitchener,2020-09-09,0.19,0.3,0.24,0.27,71870
434620,Guelph,2021-09-04,0.14,0.36,0.48,0.02,68726
828991,Toronto,2020-03-28,0.12,0.15,0.25,0.48,106696
444651,Toronto,2022-08-01,0.03,0.19,0.12,0.66,106931
49545,London,2020-07-18,0.12,0.05,0.27,0.56,111703
196373,Kitchener,2022-07-14,0,0.16,0,0.84,50091
600330,Brampton,2021-06-15,0.04,0.4,0.46,0.1,79795
106247,Waterloo,2022-01-12,0.03,0.35,0.45,0.17,39368
464413,London,2020-12-03,0.16,0.13,0.43,0.28,111149
794314,Mississauga,2021-12-19,0.02,0.02,0.11,0.85,48669
19887,Toronto,2022-09-15,0.09,0.29,0,0.62,111144
986217,Oakville,2022-05-30,0.23,0.03,0.14,0.6,80602
640076,Mississauga,2022-08-06,0.07,0.22,0.12,0.59,36401
318562,Stratford,2020-04-22,0.32,0.31,0.09,0.28,109200
844319,Guelph,2022-01-27,0.15,0.02,0.3,0.53,45313
802861,Kitchener,2021-06-11,0.18,0.17,0.13,0.52,95792
973588,Brampton,2022-03-06,0.05,0.04,0.19,0.72,106355
32434,London,2021-03-12,0.36,0.22,0.32,0.1,109696
592409,London,2021-01-12,0.4,0.24,0.15,0.21,43005
781973,Stratford,2022-08-15,0.32,0.12,0.54,0.02,66440
947863,Mississauga,2021-02-08,0.02,0.36,0.16,0.46,48451
441911,Kitchener,2022-01-13,0.26,0.12,0.51,0.11,90862
133626,London,2021-10-13,0.08,0.18,0.41,0.33,83759
895882,Guelph,2021-05-17,0.09,0.07,0.18,0.66,33203
132018,Waterloo,2020-04-09,0.38,0.25,0.03,0.34,106204
388629,Guelph,2022-09-06,0.13,0.06,0.17,0.64,83511
273045,Brampton,2022-07-14,0.12,0.32,0.16,0.4,55250
26844,London,2020-05-19,0.19,0.27,0.43,0.11,72979
486122,Oakville,2022-05-27,0.32,0.3,0.24,0.14,38232
470867,Oakville,2020-10-21,0.11,0.2,0.58,0.11,99422
531062,Hamilton,2022-02-10,0.39,0.13,0.17,0.31,81241
838291,Waterloo,2020-09-30,0.01,0.02,0.53,0.44,70362
292834,Hamilton,2021-05-01,0.2,0.2,0.09,0.51,97390
402745,London,2020-02-15,0.3,0.38,0.26,0.06,68918
559068,Hamilton,2022-07-21,0.18,0.28,0.43,0.11,95869
989343,Stratford,2020-10-06,0.24,0.09,0.59,0.08,98270
673182,Mississauga,2021-10-21,0.07,0.35,0.22,0.36,69829
75323,Brampton,2020-06-03,0.27,0.15,0.07,0.51,111141
558537,Guelph,2022-02-10,0.03,0,0.45,0.52,101860
375905,Stratford,2021-12-20,0.08,0.14,0.5,0.28,60223
27535,Waterloo,2022-09-05,0.26,0.31,0.09,0.34,111931
432657,Hamilton,2020-03-19,0.31,0.24,0.21,0.24,85522
764564,Guelph,2020-12-11,0.13,0.38,0.05,0.44,70821
195218,Mississauga,2021-07-01,0.17,0.09,0.01,0.73,90303
713697,Kitchener,2021-08-21,0.05,0.26,0.35,0.34,75878
890498,Guelph,2021-09-05,0.01,0.01,0.08,0.9,119452
659989,Hamilton,2020-07-01,0.34,0.19,0.13,0.34,85686
536736,Waterloo,2020-01-12,0.39,0.33,0.05,0.23,108103
556051,Brampton,2020-04-21,0.14,0.07,0.17,0.62,46241
855557,Waterloo,2022-06-05,0.18,0.39,0.24,0.19,39086
797295,Brampton,2022-01-18,0.08,0.01,0.25,0.66,47312
478255,Hamilton,2022-08-23,0.07,0.27,0.47,0.19,108552
437444,Hamilton,2021-10-08,0.32,0.15,0.43,0.1,111545
776598,Waterloo,2021-06-24,0,0.32,0.48,0.2,115791
336353,Brampton,2020-02-09,0.28,0.22,0.33,0.17,89205
396026,Brampton,2022-04-03,0.27,0.03,0.47,0.23,69642
753608,Guelph,2021-09-26,0.38,0.37,0.08,0.17,82475
485934,Hamilton,2022-08-10,0.21,0.19,0.41,0.19,63983
994345,Hamilton,2020-05-30,0.16,0.3,0.36,0.18,89615
183726,Toronto,2022-01-22,0.13,0.22,0.21,0.44,96452
591516,London,2021-11-22,0.09,0.13,0.48,0.3,49230
551896,Oakville,2022-03-17,0.01,0.23,0.5,0.26,73282
328558,Hamilton,2022-02-11,0.32,0.37,0.05,0.26,95332
838393,London,2021-08-19,0.09,0.4,0.47,0.04,65801
665189,Oakville,2020-03-21,0.13,0.18,0.43,0.26,35333
335353,Hamilton,2022-08-11,0.17,0.08,0.01,0.74,96707
649486,Mississauga,2022-06-07,0.23,0.25,0.08,0.44,35844
578118,Guelph,2021-02-23,0.17,0.01,0.21,0.61,82321
193328,Toronto,2022-08-20,0.19,0.16,0.51,0.14,48919
62255,Toronto,2021-11-26,0.36,0.2,0.17,0.27,117103
141660,Oakville,2020-12-20,0.2,0.24,0.05,0.51,33985
337668,Oakville,2021-05-29,0.18,0.22,0.06,0.54,86601
622395,London,2021-12-21,0.15,0.19,0.12,0.54,46572
439077,London,2020-09-28,0.17,0.38,0.22,0.23,38216
41531,Brampton,2022-06-04,0.21,0.08,0.23,0.48,118416
990718,Hamilton,2020-05-12,0.28,0.31,0.13,0.28,66222
47847,Guelph,2022-08-25,0.29,0.22,0.25,0.24,83939
216348,Kitchener,2021-03-03,0.13,0.31,0.11,0.45,88221
932926,Guelph,2022-08-12,0.01,0.28,0.49,0.22,30832
705669,Toronto,2022-02-25,0.35,0.32,0.26,0.07,119199
898318,Toronto,2020-03-13,0.05,0.32,0.49,0.14,111531
367534,Mississauga,2022-03-11,0.37,0.36,0.03,0.24,119990
565813,Brampton,2021-06-07,0.02,0.26,0.43,0.29,84888
401362,Stratford,2022-04-13,0.31,0.35,0.07,0.27,34906
986165,Stratford,2021-03-04,0.21,0.2,0.14,0.45,64477
623706,Hamilton,2022-03-21,0.21,0.1,0.16,0.53,64625
713334,Hamilton,2021-01-31,0.29,0.11,0.56,0.04,44517
665009,London,2021-12-13,0.26,0.09,0.5,0.15,97270
55968,Oakville,2021-05-30,0.05,0.23,0.36,0.36,117244
758559,London,2020-11-21,0.07,0.39,0.3,0.24,76093
570676,Kitchener,2020-10-18,0.01,0.37,0.4,0.22,91282
558614,Brampton,2021-04-11,0.04,0.07,0.45,0.44,76369
776398,Brampton,2021-10-26,0.11,0.02,0.49,0.38,41141
522660,Hamilton,2020-06-06,0.26,0.12,0.13,0.49,80051
768468,London,2021-09-24,0.31,0.15,0.19,0.35,51393
307729,Kitchener,2020-07-10,0.27,0.23,0.13,0.37,91088
393156,Toronto,2022-03-07,0.19,0.2,0.12,0.49,35486
38929,Kitchener,2021-01-01,0.3,0.27,0.36,0.07,109938
894120,Hamilton,2021-03-08,0.27,0.36,0.13,0.24,105426
714126,Hamilton,2020-04-15,0.28,0.21,0.16,0.35,116677
429809,Mississauga,2020-07-02,0.1,0.24,0.58,0.08,113624
28086,Mississauga,2020-12-03,0.28,0.33,0.1,0.29,91015
324186,Toronto,2022-04-03,0.24,0.15,0.52,0.09,73886
746386,Hamilton,2020-12-07,0.38,0.06,0.02,0.54,84330
175416,Oakville,2021-09-05,0.15,0.2,0.45,0.2,79240
252017,Waterloo,2020-03-26,0.09,0.29,0.55,0.07,102173
434645,Mississauga,2020-09-14,0.07,0.24,0.19,0.5,60081
803078,Mississauga,2022-08-11,0.04,0.26,0.16,0.54,77729
859611,Stratford,2020-02-23,0.09,0.1,0.06,0.75,85048
504386,Toronto,2022-05-29,0.37,0.26,0.24,0.13,44662
130133,Hamilton,2021-09-06,0.1,0.13,0.18,0.59,82238
783743,Brampton,2020-09-26,0.13,0.34,0.11,0.42,95983
576150,Stratford,2020-11-27,0.35,0.18,0.21,0.26,64586
336497,Brampton,2021-10-27,0.21,0.39,0.03,0.37,45552
739903,Toronto,2021-04-29,0.21,0.09,0.3,0.4,43970
496974,Waterloo,2021-07-18,0.29,0.06,0.02,0.63,96509
470270,Toronto,2021-02-05,0.13,0.35,0.39,0.13,100321
997365,Brampton,2021-01-24,0.17,0.31,0.37,0.15,52608
879134,London,2022-02-24,0.21,0.29,0.36,0.14,92021
911324,Toronto,2021-03-16,0.26,0.18,0,0.56,63339
920527,London,2020-12-10,0.11,0.03,0.09,0.77,59081
222733,Waterloo,2022-04-15,0.29,0.14,0.26,0.31,39708
527019,Mississauga,2020-01-08,0.33,0.4,0.25,0.02,74299
197102,Toronto,2021-11-18,0.23,0.06,0.05,0.66,37428
125228,Stratford,2021-03-25,0.24,0.28,0.09,0.39,74620
655994,Guelph,2020-05-13,0.24,0.1,0.16,0.5,54098
874088,Mississauga,2021-09-18,0.14,0.09,0.47,0.3,49951
62471,Stratford,2021-04-30,0,0.03,0.29,0.68,48161
573917,Toronto,2022-07-16,0.36,0.07,0.32,0.25,72560
219224,Hamilton,2022-01-29,0.13,0.01,0.34,0.52,96308
994728,Toronto,2020-09-19,0.36,0.2,0.35,0.09,86183
986847,Hamilton,2020-01-02,0.21,0.14,0.08,0.57,72430
54278,London,2022-04-07,0.39,0.2,0.31,0.1,79326
508332,Guelph,2022-09-09,0.26,0.07,0.11,0.56,114201
304950,London,2022-07-24,0.27,0.29,0.12,0.32,52355
959150,Mississauga,2020-02-26,0.32,0.36,0.28,0.04,105761
300293,London,2020-11-26,0.13,0.07,0.17,0.63,61728
645344,Hamilton,2021-12-06,0.24,0.03,0.35,0.38,115757
580001,Stratford,2021-03-16,0.05,0.16,0.07,0.72,75060
843349,Oakville,2022-04-16,0.31,0.08,0.46,0.15,35703
12778,Mississauga,2022-08-09,0.26,0.09,0.42,0.23,101597
702731,Stratford,2022-01-28,0.4,0.33,0.13,0.14,103870
317161,Hamilton,2022-09-16,0.36,0.29,0.34,0.01,86083
673854,Oakville,2022-02-09,0.36,0.18,0.45,0.01,88985
414966,Kitchener,2021-12-31,0.38,0.25,0.1,0.27,64766
859691,Stratford,2020-05-15,0.33,0.15,0.24,0.28,80410
957103,Hamilton,2020-08-18,0.39,0.26,0.03,0.32,36793
477543,Guelph,2020-03-09,0.32,0.22,0.01,0.45,110783
787219,Toronto,2020-08-31,0.29,0.37,0.13,0.21,119418
877403,Oakville,2021-11-03,0.1,0.16,0.57,0.17,77171
605381,Brampton,2020-05-14,0.24,0.38,0.18,0.2,53491
438250,Kitchener,2020-09-17,0.15,0.08,0,0.77,103676
643287,Oakville,2020-09-09,0.09,0.22,0.55,0.14,91113
403940,Waterloo,2021-08-15,0.2,0.14,0.11,0.55,107471
335708,Stratford,2020-06-11,0.22,0.26,0.21,0.31,57033
579249,Brampton,2020-02-22,0.26,0.25,0.12,0.37,59464
971670,Toronto,2021-11-08,0.38,0.03,0.3,0.29,101869
506293,Guelph,2022-08-17,0.37,0.17,0.09,0.37,67519
626826,Oakville,2021-07-02,0.33,0.32,0.02,0.33,109872
799323,Stratford,2021-10-16,0.2,0.19,0.29,0.32,84111
720917,Guelph,2022-09-25,0.04,0.18,0.04,0.74,76557
